,Unnamed: 0,Origin-Flight,Origin-Airport,Airline,Origin-Destination-Airport,Origin-Flight-Type,Origin-Flight-Duration,Return-Flight,Return-Airport,Return-Destination-Airport,Return-Flight-Type,Return-Flight-Duration
454,455,06:00 – 10:30,LHR Heathrow,TAP AIR PORTUGAL,FAO Faro,1 stop,LIS,11:15 – 21:35,FAO Faro,LHR Heathrow,1 stop,LIS
455,456,06:00 – 10:30,LHR Heathrow,TAP AIR PORTUGAL,FAO Faro,1 stop,LIS,06:05 – 17:30,FAO Faro,LHR Heathrow,1 stop,LIS
456,457,08:15 – 16:35,LHR Heathrow,TAP AIR PORTUGAL,FAO Faro,1 stop,LIS,06:05 – 11:25,FAO Faro,LHR Heathrow,1 stop,LIS
457,458,06:00 – 16:35,LHR Heathrow,TAP AIR PORTUGAL,FAO Faro,1 stop,LIS,06:05 – 12:40,FAO Faro,LHR Heathrow,1 stop,LIS
458,459,18:30 – 23:50,LHR Heathrow,TAP AIR PORTUGAL,FAO Faro,1 stop,LIS,06:05 – 18:55,FAO Faro,LHR Heathrow,1 stop,LIS
459,460,09:00 – 13:25,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 25m,17:55 – 22:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
460,461,09:00 – 13:25,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 25m,17:55 – 22:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
461,462,06:00 – 13:30,LHR Heathrow,TAP AIR PORTUGAL,TFS Tenerife-Sur,1 stop,LIS,14:15 – 21:35,TFS Tenerife-Sur,LHR Heathrow,1 stop,LIS
462,463,09:20 – 13:50,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 30m,17:55 – 22:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
463,464,09:00 – 13:25,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 25m,13:55 – 18:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
464,465,09:20 – 13:50,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 30m,13:55 – 18:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
465,466,06:00 – 13:30,LHR Heathrow,"TAP AIR PORTUGAL, British Airways",TFS Tenerife-Sur,1 stop,LIS,17:55 – 22:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
466,467,06:00 – 13:30,LHR Heathrow,"TAP AIR PORTUGAL, British Airways",TFS Tenerife-Sur,1 stop,LIS,13:55 – 18:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
467,468,09:00 – 13:25,LHR Heathrow,"British Airways, TAP AIR PORTUGAL",TFS Tenerife-Sur,direct,4h 25m,14:15 – 22:40,TFS Tenerife-Sur,LHR Heathrow,1 stop,LIS
468,469,08:05 – 15:25,LHR Heathrow,"Eurowings, British Airways",TFS Tenerife-Sur,1 stop,DUS,17:55 – 22:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
469,470,08:05 – 15:25,LHR Heathrow,"Eurowings, British Airways",TFS Tenerife-Sur,1 stop,DUS,13:55 – 18:20,TFS Tenerife-Sur,LHR Heathrow,direct,4h 25m
470,471,09:00 – 13:25,LHR Heathrow,"British Airways, Iberia",TFS Tenerife-Sur,direct,4h 25m,11:10 – 18:55,TFN Tenerife-Norte,LHR Heathrow,1 stop,MAD
471,472,09:20 – 13:50,LHR Heathrow,"British Airways, Iberia",TFS Tenerife-Sur,direct,4h 30m,11:10 – 18:55,TFN Tenerife-Norte,LHR Heathrow,1 stop,MAD
472,473,09:00 – 13:25,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 25m,11:10 – 17:15,TFN Tenerife-Norte,LHR Heathrow,1 stop,MAD
473,474,09:20 – 13:50,LHR Heathrow,British Airways,TFS Tenerife-Sur,direct,4h 30m,11:10 – 17:15,TFN Tenerife-Norte,LHR Heathrow,1 stop,MAD
474,475,09:00 – 13:25,LHR Heathrow,"British Airways, Iberia",TFS Tenerife-Sur,direct,4h 25m,21:40 – 10:35 +1,TFS Tenerife-Sur,LHR Heathrow,1 stop,MAD
